note_id,last modification time,tags,Front,Back,Sound,Image,Notes,Part of Speech,Acceptions,Synonymous,Synonymous_sound,Morphemes,Tense,Example Sentence Tibetan,Example Sentence English,Example Sentence Sound,Shesa,Shesa_sound,Sanskrit,Spelling Out,Phrase?
1698231896653,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,མི་འདྲ་བ་,Different,[sound:L21 Vocabulary_Adj-Adv_A-07.mp3],"""<img alt=""""What is better for you: An apple or a pear? - FOODCoach"""" src=""""pears-and-apples-scaled.jpg"""">""",,adj,Various,,,"ཆོས་ལུགས་ཁག་མི་འདྲ་བ། = different types, kinds, groups of religious traditions (ཆོས་ལུགས་ = religious tradition, religion, as in: ནང་ཆོས་ = Buddhism,  ལུགས་སྲོལ་ = tradition, custom; ཁག་ = batch, group;  མི་ = དགག་སྒྲ་ = negation particle; འདྲ་བ་ = to be similar, the same, as in: སྐུ་འདྲ་ = statue)",,འཛམ་བུ་གླིང་འདིའི་ནང་ལ་མི་རིགས་དང་ཆོས་ལུགས་མི་འདྲ་བ་མང་པོ་ཡོད་རེད།,There are many different races/nationalities and religious traditions in this world.,[sound:L21 Vocabulary_Adj-Adv_A-08.mp3],,,,,
1698232019472,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,བློ་ལ་བབས་པ་,"appealing, adequate",[sound:L21 Vocabulary_Adj-Adv_A-09.mp3],"""<img alt=""""Premium Photo | Black female person trying on shoes. shopaholic in clothing store, consumerism lifestyle, fashion"""" src=""""black-female-person-trying-shoes-shopaholic-clothing-store-consumerism-lifestyle-fashion_266732-10683.jpg"""">""",,n,,,,"སོ་སོའི་བློ་ལ་བབས་པའི་ཆོས་ལུགས། = the religious tradition which suits one's mindset, which one feels attracted to, comfortable with (སོ་སོ་ = one's own, individual, as in: སོ་སོ་སྐྱེ་བོ་ = ordinary being; འི་ = འབྲེལ་སྒྲ་; བློ་ = mind, as in: བློ་བཟང་ = kind hearted, kind minded; འབབ་པ་ = to fall, as in: འབབ་ཆུ་ = water fall; ཆོས་ལུགས་ = religious tradition, religion)",,ཚོང་ཁང་དེ་ནས་ང་རང་གི་བློ་ལ་བབས་པའི་ལྷམ་གོག་ཅིག་ཉོ་གི་ཡིན།,I will purchase a pair of shoes that I find appealing from that shop. ,[sound:L21 Vocabulary_Adj-Adv_A-10.mp3],,,,,
1698232142916,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,ཐོག་མར་,At the beginning,[sound:L21 Vocabulary_Adj-Adv_A-11.mp3],"""<img alt=""""Naima Lett - BLOG | In the Beginning... | Dr. Naima Lett"""" src=""""in-beginning.jpg"""">""",,adv,"First. From the beginning, in the beginning",,,"ཐོག = upper, utmost, roof, as in: ཐོག་བརྩེགས་ = floor, storey of a building; ར་ = ལ་དོན་",,བོད་ལ་ནང་ཆོས་ཐོག་མར་ག་དུས་དར་བ་རེད་བསམ་གྱི་འདུག,I am wondering when did Buddhism first spread in Tibet?,[sound:L21 Vocabulary_Adj-Adv_A-12.mp3],,,,,
1698232300700,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,ཕྱིས་སུ་,Later,[sound:L21 Vocabulary_Adj-Adv_A-15.mp3],"""<img alt=""""What are your plans after school? | by Aside School, What's Up? | Medium"""" src=""""1aot7NlAvfVp0e_BZWzLGqw.jpeg"""">""",,adv,"Afterwards. Later on, in later times, after.",,,"ཕྱིས་ = later, as in: ཕྱི་པོ་ཆགས་པ་ = to get late, to be too late, སྐྱེ་བ་སྔ་ཕྱི་ = past and future lives; སུ་ = ལ་དོན་",,སྔོན་མ་ང་རྡོ་རྗེ་གདན་ལ་ཐེངས་ཅིག་ཕྱིན་པ་ཡིན་ཕྱིས་སུ་ཡང་བསྐྱར་འགྲོ་ཡག་གི་འཆར་གཞི་ཡོད།,I went to Bodh Gaya once before; I plan on going again later/in the future.,[sound:L21 Vocabulary_Adj-Adv_A-16.mp3],,,,,
1698232465061,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,སྙིང་ཐག་པ་ནས་,from the bottom of one's heart,[sound:L21 Vocabulary_Adj-Adv_A-17.mp3],"""<img alt=""""D4: Function of the Heart (Core) - AMAZING WORLD OF SCIENCE WITH MR. GREEN"""" src=""""483633971.jpg"""">""",<div>lit. from the core of one’s heart</div>,adv,profoundly,<div>སེམས་ཀྱི་གཏིང་ནས་</div>,[sound:སེམས་གཏིང་ནས་-641d64abf4dfc37ee69858dc46882fdc9a957d9c.wav],"སྙིང་ = heart, as in: སྙིང་འདོད་པ་ = to really want to do x, སྙིང་བསྡུས་ = summary, compendium, outline; སྙིང་སྟོབས་ = courage; ཐག་པ་ = root (also: rope, fetter); ནས་ = from – འབྱུང་ཁུངས་ source particle",,ངས་ཁྱེད་རང་ལ་སྙིང་ཐག་པ་ནས་ཐུགས་རྗེ་ཆེ་ཞུ་ཡག་ཡིན།,I thank you from the depths of my heart.,[sound:L21 Vocabulary_Adj-Adv_A-18.mp3],,,,,
1698232716788,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,ལྷག་པར་དུ་,"especially, in particular",[sound:230904-46.mp3],,,,"moreover, strongly",,,"ལྷག་པ་ = surpassing, exceeding, more, as in: ལྷག་བསམ་ = supreme intent, ལྷག་པའི་བསླབ་པ་གསུམ་ = the three excellent, superior trainings; དུ་ = ལ་དོན་",,,,,,,,,
1698232768598,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,་་་ཟེར་དགོས་པའི་རྒྱུ་མཚན་,<div>the reason(s) why it should be called ...</div>,,"""<img alt=""""Reasons Why Cake Can Be (&amp; Should Be) Called The King Of The Desserts! - Winni - Celebrate Relations"""" src=""""Blog2-15.png"""">""",,,,,,"ཟེར་བ་ = to be called, as in: ཟེར་སྲོལ་ = traditional way of saying; དགོས་པ་ = to need to, must; འི་ = འབྲེལ་སྒྲ་, རྒྱུ་མཚན་ = reason; རྒྱུ་ as in: ལས་རྒྱུ་འབྲས་ = karma, cause and effect; མཚན་ as in: མཚན་ཉིད་ = characteristic, definition",,,,,,,,,y
1698232866039,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,ནུབ་ཕྱོགས་,in the West,,"""<img alt=""""How America Got Its Name: A brief story of how America got its name | Times of India Travel"""" src=""""msid-84475066,width-96,height-65.cms"""">""","<div>lit. to the western side, direction.&nbsp;</div>",n,,,,"ནུབ་ཕྱོགས་པ་ = People living in the west. ནུབ་ = west, as in: ནུབ་པ་ = to go down (sun); ཕྱོགས་ = direction, as in: ཕྱོགས་རིས་ = partiality",,,,,,,,,
1698829894119,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, རི་དྭགས་ཀྱི་ནགས་,"Deer Park, Mrigadava (now Sarnath)",[sound:L22 Nouns_D-01.mp3],"""<img alt=""""DDA seeks permission to keep some deer at Deer Park | Latest News Delhi -  Hindustan Times"""" src=""""paste-e28fe02d92f2aa2f4593506dab64003d6dc7192c.jpg"""">""",,n,,,,"རི་དྭགས་ = wild animals with hoofs; ཀྱི་ = འབྲེལ་སྒྲ་; ནགས་ = forest, as in: ཤིང་ནགས་ = forest, jungle, ནགས་ཚལ་ = forest, jungle",,<div> <table> <tbody><tr> <td> <div>རི་དྭགས་ཀྱི་ནགས་ཟེར་ན་རྩྭ་ཟ་མཁན་གྱི་རི་སྐྱེས་སྲོག་ཆགས་ཡོད་སའི་ཤིང་ནགས་ལ་ཟེར་གྱི་ཡོད་རེད།</div> </td> </tr> </tbody></table></div>,<div>Deer Park means the forest where herbivore creatures graze.<br></div>,[sound:L22 Nouns_D-02.mp3],,,,,
1698830025985,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,འཁོར་ལྔ་སྡེ་བཟང་པོ་,retinue of the five excellent disciples,[sound:L22 Nouns_D-03.mp3],"""<img alt=""""Hello Bhutan - THE FIRST FIVE DISCIPLES of BUDDHA It is... | Facebook"""" src=""""paste-850a0e2d9f64105117f7379694b08649c3729d85.jpg"""">""","འཁོར་ = retinue, as in: འཁོར་ལོ་ = wheel, དུས་འཁོར་དབང་ཆེན་ = Kalachakra initiation; ལྔ་ = five, as in: ཚེས་པ་བཅོ་ལྔ་ = the 15th day of the Tibetan (lunar) month, full moon; སྡེ་ = set, school, faction, as in: མདོ་སྡེ་ = Sutra, set of teachings; བཟང་པོ་ = kind, positive, as in: བློ་བཟང་ = kind minded, སེམས་པ་བཟང་པོ་ = kind hearted",n,,,,,,<div>འཁོར་ལྔ་སྡེ་བཟང་པོ་སངས་རྒྱས་ཀྱིས་བདེན་བཞིའི་ཆོས་འཁོར་དང་པོ་གསུང་སའི་གདུལ་བྱ་རེད།</div>,The Five Excellent Disciples are the students to whom the Buddha first taught the Four (Noble) Truths.,[sound:L22 Nouns_D-04.mp3],,,,,
1698830267042,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,  ཆོས་ཀྱི་འཁོར་ལོ་རིམ་པ་གསུམ་,<div> <div>the three consecutive turnings of the Wheel of Dharma</div></div>,[sound:L22 Nouns_D-05.mp3],"""<img alt=""""What Is A Fourth Turning? - The Fourth Turning of Buddhism"""" src=""""paste-c5f190ba1b12f33548d7a9605794f70d5a924d28.jpg"""">""","ཆོས་ = dharma – comes from: འཆོས་པ་ = to make, to repair, as in: ཆོས་ལུགས་ = religious tradition; ཀྱི་ = འབྲེལ་སྒྲ་; འཁོར་ལོ་ = wheel, as in: རླུང་འཁོར་ = fan, ventilator; རིམ་པ་ = stages, as in: སྒོམ་རིམ་ = Stages of Meditation (by Kamalashila), ལམ་རིམ་ = Stages of the Path (by Tsongkapa); གསུམ་ = three, as in: དཀོན་མཆོག་གསུམ་ = The Three Jewels",n,,,,,,<div>སངས་རྒྱས་ཀྱིས་ཆོས་ཀྱི་འཁོར་ལོ་རིམ་པ་གསུམ་གསུང་པའི་དང་པོ་བཀའ་དང་པོ་བདེན་བཞིའི་ཆོས་འཁོར། གཉིས་པ་བཀའ་བར་པ་མཚན་ཉིད་མེད་པའི་ཆོས་འཁོར། གསུམ་པ་བཀའ་མཐའ་མ་ལེགས་ཕྱེའི་ཆོས་འཁོར་གསུམ་པོ་་དེ་རེད།</div>,"The three consecutive turnings of the Wheel of Dharma by the Buddha are as follows: the first is Wheel of Dharma of Four Noble Truths, the second is the Wheel of Dharma of the Absence of Characteristics and the last one is the Wheel of Dharma of Excellent Discrimination.",[sound:L22 Nouns_D-06.mp3],,,,,
1698830393488,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,དགོངས་པ་རྫོགས་པ་,"<div> <div>to pass away, to die (H) (lit. to fulfill one's intent)</div></div>",[sound:L22 Nouns_D-07.mp3],"""<img alt=""""The Buddha's Last Journey | Daily News"""" src=""""paste-82bbb78a80ce8a90ec004a090c6ea33e41a8d67f.jpg"""">""",,v,,,,"དགོངས་པ་ (H) = བསམ་པ་ = thought, intent, as in: དགོངས་ཚུལ་ (H) = opinion, point of view; རྫོགས་པ་ = to be finished, to be completed, exhausted, as in: རྫོགས་ཆེན་ = Great Perfection, རྫོགས་རིམ་ = Completion Stage",,ལོ་ཁ་ཤས་ཀྱི་སྔོན་ལ་བཀྲིས་ཀྱི་པཱ་ལགས་དགོངས་པ་རྫོགས་པ་རེད།,"A few years ago, Tashi’s father passed away.",[sound:L22 Nouns_D-08.mp3],,,,,
1698830528370,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,བཅོམ་ལྡན་འདས་,"Bhagavan, Transcendent Victor, Blessed One",[sound:L22 Nouns_D-09.mp3],"""<img alt=""""भगवान बुद्ध ने बताया था अपने भाग्य को पहचानने का रास्ता | Hari Bhoomi"""" src=""""paste-5661d07638d3719543f1796db9972dbb346f34a7.jpg"""">""",,n,,,,"བཅོམ་པ་ = to conquer, to defeat; ལྡན་ = to have, to be endowed with, as in: དགའ་ལྡན་ = Gaden, Tushita; འདས་པ་ = to have transcended, passed beyond, as in: མྱ་ངན་ལས་འདས་པ་ = nirvana, དུས་འདས་པ་ = Past Tense",,བཅོམ་ལྡན་འདས་ཟེར་ན་སངས་རྒྱས་ཀྱི་མཚན་ཅིག་རེད།,Bhagavan is one name used for the Buddha.,[sound:L22 Nouns_D-10.mp3],,,,,
1698830727511,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, ཐེག་པ་ཆེ་ཆུང་་,The Greater and Lesser Vehicles,[sound:L22 Nouns_D-11.mp3],"""<img alt=""""Hinayana and Mahayana Buddhism |Ancient India Crash Course |UPSC - YouTube"""" src=""""images-5b663422c80030bbe6cd5933e9d30c6676702cbc.jpg"""">""",,n,,,,"ཐེག་པ་ཆེ་ཆུང་གི་ཆོས།<br><br>ཐེག་པ་ = vehicle, carriage; ཆེ་ = ཆེན་པོ་ = big, large, as in: གླང་ཆེན་ = elephant; ཆུང་ = small, as in: ཉམ་ཆུང་ = humble, modest; གི་ = འབྲེལ་སྒྲ་; ཆོས་ = dharma, religious dogma, religion as in: ཁ་ཆེའི་ཆོས་ལུགས་ = Islam",,ནང་ཆོས་ལ་ཐེག་པ་ཆེ་ཆུང་གཉིས་ཡོད་རེད།,Buddhism has the two : Greater and Lesser Vehicles. ,[sound:L22 Nouns_D-12.mp3],,,,,
1698831043639,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,རྩྭ་མཆོག་གྲོང་་,Kushinagar (place where Buddha died),[sound:L22 Nouns_D-13.mp3],"""<img alt=""""Kushinagar - Fascinating Land Of Buddha's Nirvana (2023)"""" src=""""paste-c456dfc1b49638ed2530b81c68cd96dbe11b2995.jpg"""">""",,n,,,,"རྩྭ་ = grass, herb, as in: རྩྭ་སྨན་ = herbal medicine; མཆོག = supreme, exalted, as in: དཀོན་མཆོག་གསུམ་ = The Three Jewels; གྲོང་ = village, city, as in: གྲོང་གསེབ་ = village, གྲོང་ཁྱེར་ = city",,རྩྭ་མཆོག་གྲོང་དེ་སངས་རྒྱས་མྱ་ངན་ལས་འདས་སའི་གྲོང་ཁྱེར་གྱི་མིང་རེད།,Kushinagar is where the Buddha passed into paranirvana.<br>,[sound:L22 Nouns_D-14.mp3],,,,,
1698831136434,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,མྱ་ངན་ལས་འདས་པ་,"<div> <div>to pass into Nirvana, to pass beyond sorrow</div></div>",[sound:L22 Nouns_D-15.mp3],"""<img alt=""""The Great Passing Away"""" src=""""paste-85b274dd3a2da9e4f529510a29d7e094071f61a4.jpg"""">""",,v,,,,"མྱ་ངན་ = suffering, sorrow; ལས་ = from (འབྱུང་ཁུངས་ particle); འདས་པ་ = to have gone beyond, to have transcended, as in: བཅོམ་ལྡན་འདས་ = The Transcendent Conqueror, དུས་འདས་པ་ = the Past tense",,མྱ་ངན་ལས་འདས་པ་ཟེར་ན་ཐར་པ་ཐོབ་པ་ལ་ཟེར་གྱི་ཡོད་རེད།,Paranirvana means to attain liberation.,[sound:L22 Nouns_D-16.mp3],,,,,
1698831299616,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, ཐུན་མོང་གི་རིག་གནས་བཞི་,<div>the four traditional sciences<br></div>,,"""<img alt=""""The Five Major Sciences - Samye Institute"""" src=""""images-ef76075c47d77c0f8bb9dfab3ae1014cb1989a80.jpg"""">""",,n,,,,"ཐུན་མོང་ = common, ordinary; གི་ = འབྲེལ་སྒྲ་; རིག་གནས་ = science; རིག་ = knowledge, intelligence, as in: རིག་པ་སྤྱང་པོ་ = clever, intelligent; གནས་ = to abide, as in: གནས་སྟངས་ = situation, ཞི་གནས་ = calm abiding; ལྔ་ = five, as in: ཚེས་པ་བཅོ་ལྔ་ = the 15th day of the Tibetan lunar month ",,ཐུན་མོང་གི་རིག་གནས་བཞི་དེ་བཟོ་རིག་པ། སྒྲ་རིག་པ། གསོ་བ་རིག་པ། གཏན་ཚིགས་རིག་པ་བཅས་རེད།,"The four traditional sciences are arts, poetry and grammar, medicine and logic.",[sound:L22 Nouns_C-02.mp3],,,,,
1698831343716,1702725511,LRZTP LRZTP_22 LRZTP_Module_3,རོབ་ཙམ་,"roughly, a little bit",,,,adv,,,,"ཙམ་ = approximately, merely, as in: བདེ་པོ་ཨོ་ཙམ་ = not too bad, སེམས་ཙམ་པ་ = Mind Only, མིང་ཙམ་ = mere name.",,,,,,,,,
1698831447127,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, སྒྱུ་རྩལ་,"art, craft",[sound:L22 Nouns_C-03.mp3],"""<img alt=""""Four Craft Ideas To Maintain Your Cognitive Skill - Aston Gardens"""" src=""""paste-2c18f18d23b3aaa1e2b66aa2e730b1ed5d03eee3.jpg"""">""",,n,,,,"སྒྱུ་ = deception, illusion, magical display; རྩལ་ = skill, capacity, as in: ལུས་རྩལ་ = sports, exercise, ལག་རྩལ་ = handicraft",,བཀྲིས་རི་མོའི་སྒྱུ་རྩལ་ཐོག་ལ་མཁས་པ་རེད།,Tashi is an expert in the art of drawing.,[sound:L22 Nouns_C-04.mp3],,,,,
1698831541691,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, ཕྱི་རོལ་པའི་གྲུབ་མཐའ་,<div> <div>Philosophical tenets of the “outsiders” [i.e. non-Buddhist schools]</div></div>,[sound:L22 Nouns_C-05.mp3],,,n,,,,"ཕྱི་རོལ་པ་ = outsider, non Buddhist; ཕྱི་ = outside, as in: ཕྱི་ལོགས་ལ་ = outside, ཕྱི་རྒྱལ་ = abroad, foreign country; འི་ = འབྲེལ་སྒྲ་; གྲུབ་མཐའ་ = philosophical tenet; གྲུབ་པ་ = to be established, as in: དོན་གྲུབ་ = one who has accomplished one's goal; མཐའ་ = end, extreme, as in: མཐའ་ལ་མ་ལྷུང་བ་ = not falling into extremes, མཐའ་མ་ལ་ = in the end",,ང་ཚོས་ཕྱི་རོལ་པའི་གྲུབ་མཐའ་ཏོག་ཙམ་ཤེས་ན་ཡག་པོ་འདུག,It is good for us to know a little about non-Buddhist philosophy.,[sound:L22 Nouns_C-06.mp3],,,,,
